	Location	Prices_per_year (₦ or $)	Bedrooms	Baths	Toilets
4182	Adeola Odeku Victoria Island Lagos	₦ 12,000,000	3.0	3.0	4.0
4183	Thomas Estate Ajah Lagos	₦ 2,000,000	3.0	3.0	4.0
4184	Olokonla Ajah Lagos	₦ 1,500,000	2.0	2.0	3.0
4185	Olokonla Ajah Lagos	₦ 2,000,000	2.0	2.0	3.0
4186	Off Pedro Palmgroove Shomolu Lagos	₦ 550,000			
4187	Chairman Street Igbogbo Ikorodu Lagos	₦ 450,000	1.0	1.0	1.0
4188	Palmgroove Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
4189	Oniru Victoria Island Lagos	₦ 5,000,000	2.0	2.0	3.0
4190	Oniru Victoria Island Lagos	₦ 7,000,000	4.0	5.0	5.0
4191	Off Hackeem Dickson, Lekki Phase 1 Lekki Lagos	₦ 5,000,000	3.0	4.0	4.0
4192	Onike Yaba Lagos	₦ 1,000,000	0.0	0.0	0.0
4193	Lekki Phase 1 Lekki Lagos	₦ 8,000,000	3.0	3.0	4.0
4194	Osapa London Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
4195	Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos	₦ 1,500,000	3.0	3.0	3.0
4196	Old Ikoyi Ikoyi Lagos	₦ 27,000,000	4.0	4.0	5.0
4197	Itele Close To Ayobo Ipaja Lagos	₦ 300,000	2.0	2.0	2.0
4198	Freedom Way Street Lekki Phase 1 Lekki Lagos	₦ 3,500,000	2.0	3.0	3.0
4199	Ajao Estate Isolo Lagos	₦ 800,000	1.0	1.0	1.0
4200	Lagos Mainland Ajao Estate Isolo Lagos	₦ 800,000	1.0	1.0	1.0
4201	Ikate Lekki Lagos	₦ 4,500,000	0.0	0.0	0.0
4202	Poultry Close To Ayobo Ipaja Lagos	₦ 600,000	4.0	5.0	5.0
4203	Ajao Estate Isolo Lagos	₦ 600,000	1.0	1.0	2.0
4204	Ajao Estate Isolo Lagos	₦ 1,000,000	3.0	3.0	2.0
4205	Ajao Estate Isolo Lagos	₦ 1,000,000	3.0	3.0	3.0
4206	Omo Mummy Str Agunfoye Igbogbo Ikorodu Lagos	₦ 300,000	1.0	1.0	1.0
4207	Abraham Adesanya Road, Ajiwe Ajah Lagos	₦ 1,700,000	2.0	2.0	3.0
4208	Isolo Ajao Estate Isolo Lagos	₦ 1,000,000	1.0	1.0	2.0
4209	Abraham Adesanya Road, Ajiwe Ajah Lagos	₦ 1,250,000	1.0	1.0	2.0
4210	Ologolo Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
4211	Ifako Gbagada Gbagada Lagos	₦ 2,500,000	3.0	2.0	3.0
4212	Parkview Estate Ikoyi Lagos	₦ 7,000,000	3.0	3.0	3.0
4213	Close To Awoyaya Off Lekki Epe Expressway Ajah Lagos	₦ 500,000	0.0	1.0	1.0
4214	Olokonla Ajah Lagos	₦ 1,500,000	2.0	2.0	3.0
4215	Abraham Adesanya Road, Ajiwe Ajah Lagos	₦ 2,200,000	2.0	2.0	3.0
4216	Lekki Phase 1 Lekki Lagos	₦ 3,500,000	2.0	3.0	3.0
4217	Jakande Agungi Lekki Lagos	₦ 3,300,000	3.0	3.0	4.0
4218	Primewater Gardens 2, Ikate Lekki Lagos	₦ 5,000,000	3.0	4.0	4.0
4219	Ajao Estate Isolo Lagos	₦ 1,500,000	2.0	2.0	3.0
4220	Cement Ikeja Lagos	₦ 1,500,000	2.0	2.0	3.0
4221	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	2.0	2.0	3.0
4222	Egan Ikotun/igando Lagos	₦ 25,000,000	0.0	0.0	0.0
4223	Ologolo Lekki Lagos	₦ 6,000,000	2.0	2.0	3.0
4224	Lekki Phase 1 Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
4225	Agungi Lekki Lagos	₦ 2,800,000	2.0	2.0	3.0
4226	Ayobo Lagos Alimosho Lagos	₦ 500,000	0.0	0.0	0.0
4227	Itele Close To Ayobo Alimosho Lagos	₦ 130,000	0.0	0.0	0.0
4228	Chevron Alternative Route Lekki Lagos	₦ 2,200,000	2.0	3.0	3.0
4229	Banana Island Ikoyi Lagos	₦ 40,000,000	3.0	4.0	4.0
4230	Oniru Victoria Island Lagos	₦ 15,000,000	4.0	5.0	5.0
4231	Ajao Estate Isolo Lagos	₦ 600,000	1.0	1.0	1.0
4232	Ajao Estate ,lagos Mainland Isolo Lagos	₦ 2,000,000	3.0	3.0	4.0
4233	Abule Ijesha Yaba Lagos	₦ 500,000	0.0	0.0	0.0
4234	Abule Ijesha Yaba Lagos	₦ 1,000,000	0.0	0.0	0.0
4235	Abraham Adesanya Estate Ajah Lagos	₦ 1,800,000	2.0	2.0	3.0
4236	Yaba Lagos	₦ 5,000,000	4.0	4.0	4.0
4237	Shomolu Lagos	₦ 3,000,000	4.0	4.0	4.0
4238	Old Ikoyi Lagos	₦ 20,000,000	0.0	0.0	0.0
4239	Chewy View Estate Chevron Lekki Lagos	₦ 5,000,000	3.0	3.0	3.0
4240	Chisco Ikate Lekki Lagos	₦ 18,000,000	3.0	3.0	3.0
4241	Ilupeju Lagos	₦ 5,000,000	0.0	0.0	0.0
4242	Abule Egba Lagos	₦ 600,000	1.0	1.0	1.0
4243	Oniru Victoria Island Lagos	₦ 12,000,000	3.0	3.0	4.0
4244	Ajao Estate Isolo Lagos	₦ 800,000	1.0	1.0	1.0
4245	Agungi Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
4246	Old Ikoyi Ikoyi Lagos	₦ 10,000,000	3.0	3.0	4.0
4247	Off Adeola Odekun, Victoria Island Lagos State Victoria Island Lagos	₦ 14,000,000	3.0	4.0	4.0
4248	Old Ikoyi Ikoyi Lagos	$ 30,000	2.0	2.0	3.0
4249	Obawole Ifako Ijaye Lga Ifako Ogba Ogba Lagos	₦ 1,200,000	2.0	2.0	3.0
4250	Peace Estate, Alimosho Lagos	₦ 800,000	0.0	0.0	0.0
4251	Old Ikoyi Ikoyi Lagos	₦ 7,500,000	1.0	2.0	2.0
4252	Lekki Phase 1 Lekki Lagos	₦ 10,000,000	2.0	2.0	3.0
4253	Itele Close To Ayobo Ipaja Lagos	₦ 120,000	1.0	1.0	1.0
4254	Oniru Victoria Island Lagos	₦ 6,000,000	3.0	4.0	4.0
4255	Agungi Lekki Lagos	₦ 2,200,000	2.0	2.0	3.0
4256	Obawole Ifako Ijaye Lga Ogba Lagos	₦ 750,000	0.0	0.0	0.0
4257	Bakare Estate Agungi Lekki Lagos	₦ 3,000,000	3.0	4.0	4.0
4258	Abraham Adesanya Estate Ajah Lagos	₦ 2,500,000	3.0	3.0	4.0
4259	Chief Rotimi Williams Estate Kay Farm Obawole Ifako Ogba Ogba Lagos	₦ 1,600,000	2.0	2.0	3.0
4260	Soluyi Gbagada Lagos	₦ 1,500,000	0.0	0.0	0.0
4261	Adeola Odeku Victoria Island Lagos	₦ 15,000,000	3.0	3.0	4.0
4262	Isolo Ajao Estate Isolo Lagos	₦ 600,000	1.0	1.0	2.0
4263	Olokonla Ajah Lagos	₦ 1,100,000	2.0	2.0	3.0
4264	Central Ikoyi Ikoyi Lagos	$ 99,500	4.0	4.0	4.0
4265	Ikate Lekki Lagos	₦ 4,000,000	2.0	2.0	3.0
4266	Ayobo Ipaja Lagos	₦ 300,000	2.0	2.0	2.0
4267	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	3.0	3.0	4.0
4268	Lekki Right Lekki Phase 1 Lekki Lagos	₦ 24,000,000	3.0	3.0	4.0
4269	Old Ikoyi Ikoyi Lagos	₦ 10,000,000	3.0	3.0	4.0
4270	Ajao Estate Isolo Lagos	₦ 1,000,000	0.0	0.0	0.0
4271	Ikate Lekki Lagos	₦ 8,000,000	3.0	3.0	4.0
4272	Ruxton, Old Ikoyi Lagos	₦ 4,000,000	0.0	0.0	1.0
4273	Akoka Yaba Lagos	₦ 1,500,000	0.0	0.0	0.0
4274	Royal Pine Estate Orchid Lekki Lagos	₦ 800,000	1.0	1.0	1.0
4275	Palmgroove Shomolu Lagos	₦ 900,000	0.0	0.0	0.0
4276	Ajao Estate Isolo Lagos	₦ 600,000	1.0	1.0	1.0
4277	Ajao Estate Isolo Lagos	₦ 1,500,000	3.0	3.0	3.0
4278	Bridge Gate Estate Agungi Lekki Lagos	₦ 3,000,000	3.0	4.0	4.0
4279	Victoria Place 7th Street ,phase 1 Estate, Osborne Foreshore Estate Ikoyi Lagos	₦ 10,000,000	4.0	5.0	5.0
4280	Off Glover Rd Old Ikoyi Ikoyi Lagos	₦ 15,000,000	3.0	4.0	4.0
4281	Banana Island Ikoyi Lagos	₦ 16,000,000	3.0	4.0	4.0
4282	Sangotedo Ajah Lagos	₦ 1,900,000	0.0	0.0	0.0
4283	Phase 1 Gbagada Lagos	₦ 3,000,000	3.0	3.0	4.0
4284	Maryland Lagos	₦ 3,500,000	3.0	3.0	4.0
4285	Lekki Phase 1 Lekki Lagos	₦ 11,000,000	2.0	2.0	3.0
4286	Onike Yaba Lagos	₦ 600,000	0.0	0.0	0.0
4287	Close To Abraham Adesanya Off Lekki Epe Expressway Ajah Lagos	₦ 2,500,000	3.0	3.0	4.0
4288	Dkk, Olokonla Ajah Lagos	₦ 2,500,000	2.0	2.0	3.0
4289	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	4.0	4.0	5.0
4290	Segun Olawoyun Str Igbogbo Ikorodu Lagos	₦ 200,000	1.0	1.0	1.0
4291	1004 Flats Estate Victoria Island Lagos	₦ 6,000,000	2.0	2.0	2.0
4292	Oniru Victoria Island Lagos	₦ 6,000,000	2.0	2.0	3.0
4293	Parkview Estate Ikoyi Lagos	₦ 8,000,000	3.0	3.0	4.0
4294	Aguda Surulere Lagos	₦ 2,500,000	2.0	2.0	2.0
4295	World Oil Ilasan Lekki Lagos	₦ 5,500,000	2.0	2.0	2.0
4296	Olokonla Ajah Lagos	₦ 1,600,000	2.0	2.0	3.0
4297	Ajao Estate Isolo Lagos	₦ 1,000,000	1.0	1.0	2.0
4298	Lagos Mainland Oke Afa Isolo Lagos	₦ 300,000	1.0	1.0	1.0
4299	Updc Treasure Garden Estate Lekki Phase 1 Lekki Lagos	₦ 7,500,000	3.0	4.0	4.0
4300	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
4301	Lekki Phase 1 Lekki Lagos	₦ 5,000,000	4.0	4.0	5.0
4302	Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	1.0	1.0
4303	Olasco Street Igbogbo Ikorodu Lagos	₦ 180,000	1.0	1.0	1.0
4304	Allen Avenue Ikeja Lagos	₦ 3,000,000	0.0	0.0	0.0
4305	Mobil Road Ilaje Ajah Lagos	₦ 3,000,000	2.0	2.0	2.0
4306	Arobieke Str, Macaulay Igbogbo Ikorodu Lagos	₦ 250,000	2.0	2.0	3.0
4307	Chevyview Estate, Chevron Drive Lekki Lagos	₦ 3,000,000	3.0	4.0	4.0
4308	Abule Egba Lagos	₦ 450,000	0.0	0.0	0.0
4309	Ilupeju Estate Coker Road Ilupeju Lagos	₦ 1,500,000			
4310	Oral Estate Lekki Lagos	₦ 3,500,000	3.0	3.0	4.0
4311	Itele Close To Ayobo Ipaja Lagos	₦ 220,000	1.0	1.0	1.0
4312	Ajao Estate Isolo Lagos	₦ 1,300,000	3.0	3.0	4.0
4313	Soluyi Gbagada Lagos	₦ 1,800,000	2.0	2.0	3.0
4314	Olokonla Ajah Lagos	₦ 1,700,000	3.0	3.0	4.0
4315	Akin Ogunlewe Street Igbogbo Ikorodu Lagos	₦ 900,000	3.0	3.0	4.0
4316	Banana Island Ikoyi Lagos	₦ 29,000,000	3.0	3.0	3.0
4317	Agungi Lekki Lagos	₦ 2,700,000	2.0	2.0	3.0
4318	Banana Island Ikoyi Lagos	₦ 40,000,000	4.0	4.0	4.0
4319	Lbs Alasia Ajah Lagos	₦ 1,600,000	2.0	2.0	2.0
4320	Banana Island Ikoyi Lagos	₦ 25,000,000	3.0	3.0	4.0
4321	Banana Island Ikoyi Lagos	₦ 20,000,000	3.0	3.0	4.0
4322	Lekki Phase 1 Lekki Lagos	₦ 6,500,000	2.0	3.0	3.0
4323	Oniru Victoria Island Lagos	₦ 9,500,000	3.0	4.0	4.0
4324	Millenuim Ups Gbagada Lagos	₦ 2,600,000	2.0	2.0	3.0
4325	Millenuim Ups Gbagada Lagos	₦ 5,500,000	3.0	3.0	4.0
4326	Victoria Island Lagos	₦ 17,000,000	3.0	3.0	4.0
4327	Yaba Lagos	₦ 5,500,000	0.0	0.0	0.0
4328	Ikoyi Lagos	₦ 10,000,000	3.0	3.0	4.0
4329	Lekki Phase 1 Lekki Lagos	₦ 15,000,000	3.0	3.0	4.0
4330	Ikoyi Lagos	₦ 30,000,000	3.0	3.0	4.0
4331	Eko Court By Kofo Abayomi Victoria Island Lagos	₦ 4,500,000	0.0	0.0	0.0
4332	Banana Island Estate Ikoyi Lagos	₦ 18,000,000	3.0	4.0	4.0
4333	Parkview Estate Ikoyi Lagos	₦ 10,000,000	3.0	4.0	4.0
4334	Rumens Road Old Ikoyi Ikoyi Lagos	₦ 25,000,000	3.0	4.0	4.0
4335	Ajao Estate Isolo Lagos	₦ 1,500,000	3.0	3.0	4.0
4336	Ajao Estate Isolo Lagos	₦ 700,000	1.0	1.0	1.0
4337	Olokonla Ajah Lagos	₦ 1,300,000	3.0	3.0	4.0
4338	Blenco Olokonla Ajah Lagos	₦ 1,700,000	2.0	2.0	3.0
4339	Olokonla Ajah Lagos	₦ 1,785,000	3.0	3.0	4.0
4340	Ikate Lekki Lagos	₦ 4,000,000	0.0	0.0	0.0
4341	Banana Island Ikoyi Lagos	₦ 18,000,000	3.0	3.0	4.0
4342	Shomolu Lagos	₦ 600,000	0.0	0.0	0.0
4343	Fola Agoro Yaba Lagos	₦ 600,000	0.0	0.0	0.0
4344	Blenco Olokonla Ajah Lagos	₦ 1,800,000	2.0	2.0	3.0
4345	Lekki Phase 1 Lekki Lagos	₦ 6,000,000	2.0	3.0	3.0
4346	Itele Close To Ayobo Ipaja Lagos	₦ 150,000	1.0	2.0	2.0
4347	Poultry Close Ayobo Ipaja Lagos	₦ 100,000	1.0	1.0	1.0
4348	Sawmill Itele Close To Ayobo Lagos Ayobo Ipaja Lagos	₦ 500,000	0.0	0.0	0.0
4349	Sangotedo Ajah Lagos	₦ 1,800,000	2.0	2.0	3.0
4350	Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos	₦ 800,000	1.0	1.0	1.0
4351	Ajao Estate Isolo Lagos	₦ 1,500,000	2.0	2.0	3.0
4352	Ifako Gbagada Gbagada Lagos	₦ 2,000,000	2.0	2.0	3.0
4353	Off Orelope Egbeda Alimosho Lagos	₦ 700,000	0.0	0.0	0.0
4354	Ajao Estate Isolo Lagos	₦ 600,000	1.0	1.0	1.0
4355	Orchid Lekki Lagos	₦ 3,500,000	3.0	3.0	3.0
4356	Awoyaya Ajah Lagos	₦ 850,000	2.0	2.0	3.0
4357	Bickerseth Estate Onike Yaba Lagos	₦ 2,000,000	2.0	3.0	3.0
4358	Lekki Scheme 2 Ajah Lagos	₦ 2,300,000	3.0	3.0	4.0
4359	Osapa London Lekki Lagos	₦ 2,800,000	2.0	2.0	3.0
4360	Chief Rotimi Williams Estate Kay Farm Obawole Ifako Ijaye Lga Ogba Lagos	₦ 1,300,000	2.0	2.0	3.0
4361	Olokonla Ajah Lagos	₦ 1,200,000	2.0	2.0	3.0
4362	Palmgroove Shomolu Lagos	₦ 500,000	0.0	0.0	0.0
4363	Magodo Gra Phase 2 Shangisha Kosofe Ikosi Lagos	₦ 3,500,000	3.0	4.0	4.0
4364	Oreta Road Igbogbo Ikorodu Lagos	₦ 500,000	3.0	3.0	4.0
4365	Admiralty Way Lekki Phase 1 Lekki Lagos	₦ 8,000,000	3.0	4.0	4.0
4366	Ojubode Bus Stop Ikorodu Lagos	₦ 500,000	1.0	1.0	2.0
4367	Ajao Estate Isolo Lagos	₦ 700,000	1.0	1.0	1.0
4368	Old Ikoyi Ikoyi Lagos	₦ 11,000,000	4.0	4.0	4.0
4369	Sangotedo Ajah Lagos	₦ 1,500,000	3.0	3.0	4.0
4370	Ojubode Bus Stop Ikorodu Lagos	₦ 300,000	1.0	1.0	1.0
4371	Obawole Ifako Ijaye Lga Ifako Ogba Ogba Lagos	₦ 750,000	1.0	1.0	2.0
4372	Lekki County Homes Along Lekki Expressway Lekki Lagos	₦ 1,500,000	1.0	2.0	2.0
4373	Ajao Estate Isolo Lagos	₦ 1,200,000	2.0	2.0	2.0
4374	Obawole Ifako Ijaye Lga Ogba Lagos	₦ 900,000	2.0	2.0	3.0
4375	Ikota Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
4376	Banana Island Ikoyi Lagos	₦ 32,000,000	3.0	3.0	4.0
4377	Aguda Surulere Lagos	₦ 2,500,000	0.0	0.0	0.0
4378	Old Ikoyi Old Ikoyi Ikoyi Lagos	₦ 500,000,000	4.0	4.0	5.0
4379	Aguda Coker Surulere Lagos	₦ 2,000,000	3.0	0.0	0.0
4380	Old Ikoyi Ikoyi Lagos	₦ 14,000,000	3.0	3.0	4.0
4381	Kilo Marsha Surulere Lagos	₦ 1,700,000	2.0	0.0	0.0
4382	Amuwo Odofin Lagos	₦ 2,500,000	2.0	2.0	3.0
4383	Banana Island Ikoyi Lagos	₦ 22,000,000	3.0	3.0	4.0
4384	Amuwo Odofin Lagos	₦ 1,800,000	2.0	0.0	0.0
4385	Banana Island Ikoyi Lagos	₦ 29,000,000	3.0	3.0	4.0
4386	Off Gerrard Road, Old Ikoyi Lagos	₦ 15,000,000	3.0	4.0	4.0
4387	Parkview Estate Ikoyi Lagos	₦ 6,500,000	3.0	3.0	4.0
4388	2nd Toll Gate Chevron Lekki Lagos	₦ 3,000,000	2.0	0.0	0.0
4389	Aguda Surulere Lagos	₦ 2,000,000	3.0	2.0	2.0
4390	Mafoluku Oshodi Lagos	₦ 1,000,000	1.0		
4391	Banana Island Road, Ikoyi Lagos	₦ 20,000,000	3.0	3.0	4.0
4392	Adeola Hopewell Victoria Island Lagos	₦ 20,000,000	3.0	3.0	4.0
4393	Ikoyi Lagos	₦ 12,500,000	3.0	3.0	4.0
4394	Banana Island Ikoyi Lagos	₦ 23,000,000	3.0	3.0	4.0
4395	Aguda Surulere Lagos	₦ 2,000,000	3.0		
4396	Chevron Alternative Route Chevron Lekki Lagos	₦ 4,000,000	2.0	2.0	2.0
4397	Ikoyi Lagos	₦ 22,500,000	3.0	0.0	0.0
4398	Ologolo Lekki Lagos	₦ 4,000,000	3.0	3.0	3.0
4399	Chevron Lekki Lagos	₦ 4,000,000	2.0	2.0	2.0
4400	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
4401	Ikoyi Lagos	₦ 25,000,000	4.0		
4402	Lugard Road Ikoyi Lagos	₦ 15,000,000	3.0	3.0	4.0
4403	Afuye Str,offin Igbogbo Ikorodu Lagos	₦ 500,000	1.0	1.0	1.0
4404	Lekki Right Phase 1 Close To Oniru Victoria Island Lagos	₦ 5,000,000	2.0	3.0	3.0
4405	Higher Ground Estate Sangotedo Ajah Lagos	₦ 350,000	0.0	1.0	1.0
4406	Ifako Ogba Ogba Lagos	₦ 1,300,000	2.0	2.0	3.0
4407	Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	0.0	0.0
4408	Ipaja Lagos	₦ 800,000	2.0	3.0	3.0
4409	Abule Ijesha Yaba Lagos	₦ 700,000	1.0	0.0	0.0
4410	Abule Ijesha Yaba Lagos	₦ 1,500,000	0.0	0.0	0.0
4411	Conservation Centre Road Chevron Lekki Lagos	₦ 3,000,000	2.0	2.0	3.0
4412	Ileiwe Abule Egba Lagos	₦ 700,000	0.0	2.0	0.0
4413	Conservation Road Chevron Lekki Lagos	₦ 1,000,000	0.0	0.0	0.0
4414	Even Estate Badore Ajah Lagos	₦ 1,200,000	2.0	3.0	3.0
4415	Even Estate Badore Ajah Lagos	₦ 1,500,000	3.0	4.0	4.0
4416	Precisely Close Boundary Of Idi Oro Ojuelegba Surulere Lagos	₦ 700,000	1.0	2.0	2.0
4417	Oniru Victoria Island Lagos	₦ 10,000,000	3.0	3.0	4.0
4418	Akoka Yaba Lagos	₦ 1,000,000	1.0	1.0	2.0
4419	Street Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	1.0	1.0
4420	Old Ikoyi Old Ikoyi Ikoyi Lagos	$ 110,000	5.0	5.0	5.0
4421	Lekki Phase 1 Lekki Lagos	₦ 7,000,000	2.0	2.0	3.0
4422	Remlek Badore Ajah Lagos	₦ 550,000	1.0	1.0	1.0
4423	Before Blenco Ado Ajah Lagos	₦ 1,000,000	1.0	1.0	2.0
4424	Marshy Hill Estate Ado Ajah Lagos	₦ 900,000	1.0	2.0	2.0
4425	Off Abraham Adesanya Estate Lekki Scheme 2 Ajah Lagos	₦ 500,000	1.0	1.0	1.0
4426	John Okafor Agungi Lekki Lagos	₦ 1,600,000	1.0	2.0	2.0
4427	Off Abraham Adesanya Estate Lekki Scheme 2 Ajah Lagos	₦ 900,000	1.0	1.0	1.0
4428	Abraham Adesanya Estate Lekki Scheme 2 Ajah Lagos	₦ 350,000	1.0	1.0	1.0
4429	Phase One Obanikoro Shomolu Lagos	₦ 3,000,000	2.0	3.0	3.0
4430	Diplomatic Zone Katampe Ext Abuja	₦ 365,000,000	5.0	5.0	6.0
4431	Eletu Osapa London Lekki Lagos	₦ 1,500,000	1.0	2.0	2.0
4432	Thomas Estate Ajah Lagos	₦ 2,000,000	2.0	2.0	3.0
4433	Orchid Lekki Lagos	₦ 5,500,000	0.0	0.0	0.0
4434	Remlek Badore Ajah Lagos	₦ 550,000	1.0	1.0	1.0
4435	Lekki Phase 2 Lekki Lagos	₦ 2,500,000	1.0	1.0	2.0
4436	Off Jose Maria Street Lekki Phase 1 Lekki Lagos	₦ 4,000,000	1.0	1.0	2.0
4437	Royal Pine Estate Badore Ajah Lagos	₦ 1,000,000	1.0	1.0	1.0
4438	Remlek Estate Badore Ajah Lagos	₦ 500,000	1.0	1.0	1.0
4439	Remlek Badore Ajah Lagos	₦ 500,000	1.0	1.0	1.0
4440	Victoria Island Lagos	₦ 10,000,000	4.0	0.0	0.0
4441	Aboru Iyana Ipaja Ipaja Lagos	₦ 750,000	1.0	0.0	0.0
4442	Aboru Iyana Ipaja Ipaja Lagos	₦ 600,000	1.0	0.0	0.0
4443	At Salem Ikate Lekki Lagos	₦ 2,200,000	0.0	1.0	1.0
4444	Chevy View Estate Chevron Lekki Lagos	₦ 5,000,000			
4445	Makinde Ayobo Ipaja Lagos	₦ 650,000	2.0	0.0	0.0
4446	Mercy Land Estate Baruwa Ipaja Lagos	₦ 900,000	3.0	0.0	0.0
4447	Olowora Ojodu Lagos	₦ 1,500,000	2.0	2.0	2.0
4448	Aguda(ogba) Ogba Lagos	₦ 1,300,000	2.0	0.0	0.0
4449	Oniru Victoria Island Lagos	₦ 10,000,000	0.0	0.0	0.0
4450	Oluwaga Ipaja Lagos	₦ 1,100,000	2.0	0.0	0.0
4451	Badore Ajah Lagos	₦ 500,000	0.0	0.0	0.0
4452	Badore Ajah Lagos	₦ 1,200,000	0.0	0.0	0.0
4453	Badore Ajah Lagos	₦ 1,500,000	0.0	0.0	0.0
4454	Badore Ajah Lagos	₦ 700,000	0.0	0.0	0.0
4455	Badore Ajah Lagos	₦ 2,000,000	0.0	0.0	0.0
4456	Badore Ajah Lagos	₦ 2,000,000	0.0	0.0	0.0
4457	Badore Ajah Lagos	₦ 1,000,000	0.0	0.0	0.0
4458	Ijesha Tedo Ijesha Surulere Lagos	₦ 750,000	1.0	0.0	0.0
4459	Osapa London Lekki Lagos	₦ 1,300,000	1.0	0.0	0.0
4460	Remlek Estate Badore Ajah Lagos	₦ 600,000	0.0	0.0	0.0
4461	Remlek Estate Badore Ajah Lagos	₦ 500,000	0.0	0.0	0.0
4462	Ikate Lekki Lagos	₦ 6,500,000	2.0	2.0	2.0
4463	Remlek Estate Badore Ajah Lagos	₦ 550,000	0.0	0.0	0.0
4464	Ibeshe Ikorodu Lagos	₦ 400,000	1.0	2.0	2.0
4465	Ocean Palm Estate, Sangotedo Lagos	₦ 2,500,000	3.0	3.0	3.0
4466	Remlek Estate Badore Ajah Lagos	₦ 700,000	2.0	2.0	2.0
4467	Sangotedo Ajah Lagos	₦ 2,000,000	2.0	0.0	0.0
4468	Lekki County Homes Ikota Lekki Lagos	₦ 1,200,000	1.0	1.0	1.0
4469	Osapa London Lekki Lagos	₦ 2,600,000	0.0	0.0	0.0
4470	Ikate Lekki Lagos	₦ 3,000,000	2.0	0.0	0.0
4471	Jakande Lekki Lagos	₦ 6,000,000	3.0	4.0	4.0
4472	Parkview Estate Ikoyi Lagos	₦ 7,000,000	3.0	3.0	3.0
4473	Badore Ajah Lagos	₦ 500,000	0.0	0.0	0.0
4474	Off Alpha Beach Road Igbo Efon Lekki Lagos	₦ 3,000,000	3.0	3.0	4.0
4475	Bello Street Off Kokoroabu Very Close To Garage Ikorodu Lagos	₦ 300,000	1.0	1.0	2.0
4476	Trinity Towel 1004 Victoria Island Lagos	₦ 7,000,000	3.0	3.0	4.0
4477	Off Alpha Beach Road Igbo Efon Lekki Lagos	₦ 2,600,000	3.0	3.0	4.0
4478	Bello Street Off Kokoroabu Very Close To Garage Ikorodu Lagos	₦ 400,000	2.0	2.0	2.0
4479	Blenco Sangotedo Ajah Lagos	₦ 3,000,000	2.0	2.0	3.0
4480	Off Abiodun Wright Kilo Marsha Surulere Lagos	₦ 1,100,000	1.0	1.0	2.0
4481	Bariga Lagos	₦ 1,100,000	1.0	0.0	0.0
4482	Close To Coza Guzape Abuja	₦ 550,000,000	0.0	0.0	0.0
4483	Adekunle Yaba Lagos	₦ 2,000,000	0.0	0.0	0.0
4484	Ifako Gbagada Gbagada Lagos	₦ 2,500,000	2.0	2.0	3.0
4485	Allen Avenue Ikeja Lagos	₦ 2,500,000	3.0	3.0	4.0
4486	Omole Phase 2 Ojodu Lagos	₦ 6,000,000	0.0	0.0	0.0
4487	Magodo Gra Phase 2 Kosofe Ikosi Lagos	₦ 3,500,000	3.0	0.0	0.0
4488	Budland Ojodu Lagos	₦ 900,000	1.0	0.0	2.0
4489	Magodo Shangisha Ojodu Lagos	₦ 3,000,000	3.0	0.0	0.0
4490	Edun Aboru Iyana Ipaja Ipaja Lagos	₦ 500,000	1.0	0.0	0.0
4491	Odunlade Street Shomolu Lagos	₦ 500,000	1.0	0.0	0.0
4492	Morocco Shomolu Lagos	₦ 600,000	1.0	0.0	1.0
4493	Shola Agoro Shomolu Lagos	₦ 650,000	1.0	0.0	0.0
4494	Adeniyi Crescent Ogba Lagos	₦ 2,000,000	3.0	0.0	0.0
4495	Ayobo Ipaja Lagos	₦ 650,000	2.0	0.0	0.0
4496	Morocco Shomolu Lagos	₦ 600,000	1.0	0.0	0.0
4497	Obanikoro Shomolu Lagos	₦ 1,000,000	1.0	0.0	0.0
4498	Berger Ojodu Lagos	₦ 800,000	1.0	0.0	0.0
4499	Morocco Yaba Lagos	₦ 2,000,000	2.0	0.0	0.0
4500	Isheri Idimu Agege Lagos	₦ 1,500,000	2.0	0.0	0.0
4501	Akoka Yaba Lagos	₦ 650,000	1.0	0.0	0.0
4502	Meiran Alimosho Lagos	₦ 550,000	1.0	0.0	0.0
4503	Bode Thomas Surulere Lagos	₦ 1,000,000	1.0	0.0	0.0
4504	Bode Thomas Surulere Lagos	₦ 2,500,000	3.0	0.0	0.0
4505	Seliat Estate Egbeda Alimosho Lagos	₦ 1,500,000	3.0	0.0	0.0
4506	Shodimu Street Shomolu Lagos	₦ 600,000	1.0	0.0	0.0
